# iter, br_Ha_amp, br_Ha_voff, na_Ha_outflow_voff, na_Ha_core_voff, stel_vel, na_feii_amp, stel_disp, na_Ha_outflow_fwhm, na_Ha_outflow_amp, na_Ha_core_fwhm, power_amp, na_nii6585_core_amp, br_Ha_fwhm, na_Ha_core_amp, na_sii6732_core_amp, power_slope, br_feii_amp, na_sii6718_core_amp
 0, 13.620609401178339, 268.03752849180245, -188.1420244879106, 94.46627675648638, 100.0, 1.4400062540398417, 100.0, 1147.565980471533, 44.63153013811338, 184.5643430031643, 17.221823407846628, 77.26158056914034, 4922.271622005699, 134.87918424636658, 11.908484401497683, -1.0, 1.229579659043785, 12.260723786344583
100, 13.860545679817257, 268.00458266033786, -188.21444267454808, 94.43659881181179, 100.01708643013697, 1.4397036420713631, 100.04529239900177, 1147.5662291561184, 44.63633568055644, 184.56447585064436, 17.22016206177611, 77.26088609489096, 4922.349311783672, 134.9537920381464, 11.962201337765357, -0.9237600363914641, 1.2153580616185793, 12.260493376323202
200, 14.445100198117327, 267.60345265331773, -188.4518384067972, 93.93484830253345, 100.12936012917518, 1.8085660197770652, 101.05872469193253, 1147.548389572693, 44.7798118016539, 184.82232572948197, 16.39435963347523, 77.30117459958043, 4922.426049475532, 135.1996621799602, 12.091177839908736, -0.20663370611303156, 1.3416884288315871, 12.0284700433854
300, 14.189917413524647, 265.52100657577927, -188.79619612003017, 92.84389688155133, 100.00993536499982, 3.3002843770045622, 102.81651635796042, 1148.2147577970543, 45.88164735011117, 186.71010194700204, 11.967845190351275, 77.1380866035768, 4920.826212138319, 135.5102220577716, 11.645559081869663, 0.7389569353672343, 1.9423321604786044, 11.776268410657815
400, 14.170106468272484, 260.22783107918315, -190.9692375838989, 93.1061183883192, 106.44990747032216, 4.033041515268587, 103.4202769937039, 1152.3032034307703, 45.911447921318114, 189.9333559968286, 10.589682765997797, 76.85615901775941, 4927.844351667109, 135.47541923588093, 11.541203962416956, 1.2149420425422728, 2.231715327808712, 11.543560532161091
500, 14.060351675993488, 247.52500057020757, -194.0883768108727, 93.58696875591308, 124.49409422004166, 3.618253549135825, 105.00838887999981, 1171.9785554987627, 45.31106901099137, 191.3687561667102, 9.972672953745914, 76.89772923074318, 4955.870935039411, 135.40089645822334, 11.539828947084319, 1.2909531140944372, 2.3932217430578238, 11.679965794303588
600, 13.940966324786375, 238.43867295183048, -197.58759129788115, 93.69495496407382, 148.28365222797532, 3.6433757230889854, 111.9774708494759, 1190.618490999309, 44.83548860011483, 190.79983424631985, 9.360637706225472, 77.00350122957451, 4981.857511467853, 135.81280254671069, 11.52368165626978, 1.3832822278883667, 2.4157597607695127, 11.705378102898454
700, 13.949308731729461, 222.5085993279392, -194.75905363738067, 94.26341853640318, 180.0732529561871, 3.681558987487002, 113.68806719786002, 1189.0316957990112, 44.91245752483804, 188.65083214811523, 8.885794512126044, 77.19993595710227, 4992.376144877813, 136.60552393641115, 11.244859072542223, 1.3084207692489138, 2.1523570912851966, 11.903122225848586
800, 13.957714894784797, 208.70466820597113, -189.9875805867072, 94.29315637698517, 208.35195721845008, 3.2124117760303093, 115.53521960427227, 1180.0223138979582, 44.97741359598217, 188.56827155191115, 8.376355475403225, 77.10099616326696, 5001.298636215449, 136.78924164706473, 11.079944902408542, 1.3659844534759755, 1.9872538441142273, 12.00877480154615
900, 14.081514285909398, 197.2866686024297, -186.44009284449646, 94.5094733054068, 222.32366694688406, 3.066037534639718, 120.59633826146359, 1167.3083463690991, 45.325635188144716, 188.36944661486456, 8.072063424938385, 77.08802066005265, 4996.952014232674, 136.76733556991528, 11.082079895204666, 1.4522162756965111, 2.0531331737128933, 12.090573567328367
1000, 14.068465547733776, 191.99403768036302, -184.88510858764135, 94.51880981527661, 233.52469789191457, 2.549121160165787, 116.89159206384814, 1163.875944244406, 45.506721959869076, 188.29280421266054, 8.038642875014684, 77.14347026170176, 5000.771460017206, 136.82091394175035, 11.252798392245289, 1.544653217003791, 2.184220669000578, 12.018817744616557
1100, 14.113337868617732, 181.90546459770724, -182.79774044379423, 94.25691841675163, 237.02586299211146, 2.4584456139375592, 117.86229811911171, 1163.3828349892458, 45.61071382405603, 188.106442188887, 8.006553711432154, 76.94530398258638, 5005.479892239263, 136.74299300482943, 11.315565797671054, 1.6016719052310076, 2.225786034144507, 11.892804059499866
1200, 14.011984724498221, 178.84582511224966, -181.28693596539864, 94.7572868109775, 243.94826252359937, 2.335446573472252, 115.92424745242764, 1166.4867005422805, 45.67421468553716, 187.5364737847204, 7.930868825943467, 76.87095886937628, 5026.32685199993, 136.798956141703, 11.335238645751575, 1.6086187182476566, 2.224958856479371, 11.814947671839109
1300, 13.960548967107059, 172.46614362173196, -181.8245325713956, 94.58205487175769, 245.83442317737757, 2.3247137798833357, 114.66859921504302, 1166.440797536234, 45.5843283786247, 188.14358683035144, 8.03961003951353, 76.90915490132264, 5027.497065401558, 136.95250869092143, 11.379106641936673, 1.5884120080270931, 2.216743897182007, 11.764834743995909
1400, 14.035199133019182, 170.75968222247678, -182.05349709960848, 94.52382602024687, 246.2081623727494, 2.140216401942858, 114.41360777988127, 1168.0809578907185, 45.537043974999406, 187.86153820245175, 7.94421084820881, 76.8215587907682, 5023.545366578974, 136.83989999136767, 11.401380185709641, 1.5996956050672337, 2.297154911887522, 11.807269162486284
1500, 14.116516172236421, 167.07829511359728, -181.34090121085566, 94.48238141329827, 248.2903487220311, 1.9389611989137632, 117.27602975003532, 1163.2141331374053, 45.62923227586207, 187.58781198486207, 7.778198552027867, 76.87795107342686, 5014.6433387219895, 136.87163201279205, 11.330680482939094, 1.6546604410366061, 2.284739643685473, 11.812048217421355
1600, 14.191784602844619, 161.9603955802555, -181.46896255513462, 94.1973860763146, 245.0181020592886, 1.9332496114557896, 117.05529645700398, 1163.6568368707208, 45.568857919856605, 188.1056126323073, 7.758880085257298, 76.69613327773264, 4983.70751340837, 136.84952957720054, 11.397800170545786, 1.6967039244288866, 2.2824336775342333, 11.769621892547669
1700, 14.037726084553773, 161.71125006226688, -180.8906036045598, 94.12019205358152, 249.81701696849555, 1.8900342174531655, 114.1127622149315, 1170.628515185758, 45.5931914366119, 188.03086396976119, 7.625732919648736, 76.8022454999084, 5012.477190274489, 136.74199083615576, 11.361917250845822, 1.7405865889898675, 2.3395440564376337, 11.790610475870334
1800, 14.006060446839275, 159.26737277393178, -180.78641943119447, 94.38884314439464, 250.35970619580917, 1.8592016476115698, 110.57393312915764, 1166.9851013794712, 45.612611712884245, 188.4927389135691, 7.623079080095332, 76.77387940964265, 5020.6448397992945, 136.8120380263086, 11.310387978618547, 1.7512064195896175, 2.400219231063587, 11.850053304429927
1900, 13.967063252171128, 158.78015017389995, -181.0770659683561, 94.65593326025413, 251.6975456079892, 2.074633906362694, 109.92486927096432, 1168.4579399362342, 45.54173058802555, 187.4100564478718, 7.6226510269809635, 76.98000661193606, 5039.42840354299, 136.93840073708742, 11.367446935604315, 1.7201790137208428, 2.3756752612833507, 11.819514275291391
2000, 14.003604101302304, 160.7107159003759, -180.6481279090546, 94.57013253838451, 251.6798346467913, 1.8229093252885022, 110.9554391946294, 1168.6435438217122, 45.480093991272184, 187.19109264827455, 7.6467095206335465, 76.97585977368679, 5031.747351655495, 136.8355948915291, 11.350491890502378, 1.6812440142756304, 2.354351709248439, 11.802824214008771
2100, 14.087930127845038, 165.18504701405772, -180.48431580520412, 94.46584132024783, 250.72097206646382, 1.972163414284183, 112.0493043902715, 1169.0952926839227, 45.47747467870774, 187.5369100334816, 7.629443980989009, 76.86980427604234, 5016.338683679917, 136.84980895198984, 11.430904231642993, 1.7227794266130254, 2.2914763720221583, 11.78594057972574
2200, 13.96197732362729, 169.23501606283662, -180.34235032306546, 94.42980269325369, 252.16903131057376, 2.059483922572138, 112.29454669023255, 1168.4259366755455, 45.515908922953145, 186.95439233067646, 7.493652330970438, 76.73310584198713, 5017.470561246106, 137.045408407283, 11.372396132781978, 1.7026781295905185, 2.2582794375115047, 11.811481589772692
2300, 14.046000637186339, 163.4511403847008, -180.26195801835502, 94.37873238195436, 249.87347987794206, 1.888931175876702, 110.67082812133788, 1165.3166535507842, 45.44273990940258, 187.71611315341346, 7.551245990353942, 76.75411228175116, 5015.617820955286, 137.0005430640488, 11.284935077562853, 1.6669767518551746, 2.243168223422595, 11.880202428932623
2400, 13.99829537119262, 165.6110630108356, -180.17258233046334, 94.42778730318305, 249.1840298381852, 1.8787551570125447, 110.22981818247354, 1168.6389166225472, 45.49306756763508, 187.56526000379017, 7.505939419554462, 76.62287955511687, 5020.594349196503, 136.99023642598652, 11.230460384481061, 1.6940016462760676, 2.2008757493734272, 11.847771531804986
2500, 14.002738762329711, 164.65359813426863, -178.782818864829, 94.44573055416342, 247.79166543107235, 2.056280153087042, 110.57584756442007, 1170.8039412323515, 45.48268301354585, 187.36186924996957, 7.5518483360843485, 76.60997984782014, 5018.0898933635535, 136.82452956185844, 11.250293617051474, 1.7029533917992785, 2.2440360121437495, 11.81552941330918
2600, 14.04069273789849, 167.7536508135518, -180.3298474974894, 94.3717825971889, 249.29844027153166, 1.9759950650581968, 108.81181751137889, 1168.5648400851665, 45.48003788874545, 187.92563183299248, 7.6385546759970575, 76.6848665690538, 5013.9895546584785, 136.94032583594552, 11.351787845542463, 1.7639468057878918, 2.274535307488022, 11.773303647890472
2700, 13.92178951392006, 166.79500660081777, -180.36738375537894, 94.22112678261182, 248.41922336963032, 1.9535441319936115, 108.61690426409892, 1174.1511793613188, 45.34300760021203, 187.66705452659005, 7.692409005893807, 76.65361165334113, 5041.491996629359, 137.03259571238965, 11.355518927945498, 1.7106943475371457, 2.168270015502815, 11.794919728173952
2800, 13.939631578810292, 162.16145560611176, -181.42164384754213, 94.21949568489683, 252.74340098567376, 1.962019653277508, 109.59302073515269, 1173.3323645136509, 45.43763713235675, 188.3740165218625, 7.789133999424012, 76.60279696795365, 5026.296736483112, 136.77705213534307, 11.377582536103645, 1.7100956939586462, 2.221475631220443, 11.682170933408237
2900, 14.122191035587688, 164.54546793039714, -181.01580833551515, 94.49586236568125, 251.12042516791428, 1.8939364622511405, 107.12911153445708, 1167.0040897900435, 45.46752711514767, 188.1375187726238, 7.687464185895628, 76.57457903435123, 4984.851970754977, 136.99467999119491, 11.40236601623992, 1.6904646942391937, 2.187895772016909, 11.773502239980479
3000, 13.978062363486558, 163.22846321578962, -181.33898210189113, 94.51758929362681, 252.38286732471926, 1.7923871284409802, 108.81654036263109, 1174.690864226204, 45.41270530536175, 188.37452261974886, 7.686714802018775, 76.68657257464145, 5005.302640984062, 136.86825825847458, 11.402489480643588, 1.6995251234807869, 2.283430450368397, 11.759414410534266
3100, 13.98466835304612, 165.19895449044182, -179.63085559352055, 94.60874604669443, 253.8515227650797, 2.018614022705303, 108.1265617579798, 1174.5229045631513, 45.47663043855907, 187.39731861693468, 7.818025677671516, 76.57947614843557, 5021.704983845125, 136.85158917525192, 11.378843554397863, 1.7221190979556802, 2.3090036216450374, 11.740137314572863
3200, 13.88052013095671, 161.1107338062956, -178.47337781498206, 94.4551184386245, 253.3843304232267, 1.8021927146407408, 116.86935441813118, 1174.4858370127647, 45.41039520804919, 187.83703507180792, 7.72776092844049, 76.60886891724138, 5036.766462249869, 136.97356593636982, 11.367207356276978, 1.6933841765207363, 2.3482764385570025, 11.82374945406106
3300, 14.000122246300936, 160.31500066458398, -179.10884688361463, 94.35437773775155, 252.79809498989357, 1.887996659079607, 112.23673601835583, 1171.2994028452595, 45.51334018037344, 188.3946298563242, 7.623176188160362, 76.65443682946204, 5028.062053016941, 136.76558019224512, 11.387684177685163, 1.6796954132987636, 2.3549427212759926, 11.811014897902336
3400, 14.072390092113077, 158.62984218781347, -177.95254706688314, 94.39454947603721, 252.48255831032358, 1.870228406758319, 113.27364748767819, 1170.469363925332, 45.489677361744455, 187.74461540709268, 7.716094340702194, 76.68606796408164, 5026.003212765509, 136.73884725923665, 11.43848794917095, 1.6922600138391728, 2.349812373175749, 11.748480504740645
3500, 14.19292796123501, 157.09662763013762, -178.2619605505906, 94.3701668616887, 251.56905283645835, 1.9731148293487006, 115.44858865140769, 1164.9954908550976, 45.39152459113552, 187.61822959953184, 7.652080282756911, 76.841597195882, 5004.126620055195, 137.22591356264994, 11.411698370688871, 1.6599351323252758, 2.2489720959166117, 11.871968123787351
3600, 14.268187613302139, 158.66572278379888, -179.76571401927978, 94.50863425916562, 249.74965831588887, 2.0264269625092037, 117.5302529281769, 1164.4917914389118, 45.30150667514778, 187.50702556631128, 7.611559146881438, 76.81797241028782, 4960.766078926277, 137.4078646701057, 11.434797117639595, 1.6614429660323635, 2.2561382777369645, 11.951744427796818
3700, 14.17040019156029, 162.04849451379815, -179.83275443058292, 94.4645520834564, 251.60946401278306, 2.017686943034087, 117.28358169672663, 1170.9411447418847, 45.249946273247446, 187.4391694527961, 7.753942559736836, 76.84201426881363, 4989.664181344813, 137.26637771311837, 11.385950754586467, 1.6553959606196604, 2.3200829219654895, 11.937222595821218
3800, 14.175249708853258, 164.63599258958547, -179.50050639436375, 94.57286184267795, 250.23449557389864, 2.0813717102872866, 113.04651436647657, 1173.8688593966394, 45.21495530107457, 187.41783336659518, 7.773663876678416, 76.8823349442495, 4991.767607723741, 136.92553630718223, 11.409123771971176, 1.7099655055975314, 2.307539243025963, 11.951245160688696
3900, 14.138974072071685, 162.17437893955272, -180.00468656373727, 94.45543177425785, 249.86876721695933, 2.1026125217423006, 112.78594743225783, 1173.319696137704, 45.315240126101166, 187.5177757889968, 7.813102606355091, 76.84100196180925, 5021.769262614838, 137.0759048082034, 11.33707398744284, 1.675999045933945, 2.2753783794540943, 11.919578471664527
4000, 13.910162611993737, 159.3314726290342, -180.59322305279943, 94.43769631421571, 253.7979048012153, 2.0317606203018794, 110.19918455830019, 1174.6707153682403, 45.36001142063633, 188.1186722075748, 7.783912928755386, 76.78294843737004, 5033.604279201288, 137.20355727042372, 11.313646243720587, 1.6879907898882005, 2.3441936215250703, 11.868398433039802
4100, 13.976787093824079, 160.91842242805836, -179.47628824340066, 94.55535211075235, 255.14816510358102, 2.0880456880959293, 112.02863715184426, 1171.9994074927347, 45.566442923756846, 187.3269032360173, 7.657389079057941, 76.68007729184995, 5026.818670592593, 137.0393180763877, 11.364378059881243, 1.7013542153463275, 2.314498352859674, 11.784499729884828
4200, 13.967040919451982, 154.58699587863936, -179.1113673237631, 94.38518656058419, 252.07136482990086, 2.0728290139781906, 112.32530639648769, 1172.784875723861, 45.57378651791475, 187.9870530679508, 7.579113447176116, 76.68682159730068, 5012.817073627028, 137.01337694953116, 11.268477636369962, 1.699449443050803, 2.2468790807509667, 11.877705878987749
4300, 13.955127040157398, 161.67291703093457, -179.09514763920717, 94.41759229309038, 251.34144238852213, 2.1508634752350955, 110.67588058301047, 1168.1050514743454, 45.51059975380619, 187.68501514666886, 7.6584460022827345, 76.6650148174307, 5004.841813530316, 137.00950708946198, 11.292433319328891, 1.6987494389504671, 2.2064642496820737, 11.867646945145719
4400, 14.06822273841387, 163.88003985866754, -180.40716927776828, 94.11822341737677, 250.1700040706093, 2.226559781182112, 113.34578366884854, 1165.2392154646325, 45.552754001980965, 187.15927694245232, 7.474116070067725, 76.5848996538654, 5003.326339073286, 136.91017001111496, 11.394235608423893, 1.7035906263211589, 2.24228490205853, 11.844987475999151
4500, 14.051028881231021, 167.62896618332974, -180.89641400957555, 94.19364522328574, 251.14690488347154, 2.1993789300258224, 113.76174349973843, 1164.378645798778, 45.49134686414539, 187.27440180077124, 7.542486990835146, 76.66694330406196, 5004.292056054859, 137.092521917579, 11.373298675514656, 1.6793475051381865, 2.224336579276977, 11.846115723700578
4600, 14.178803106528756, 161.14840250470763, -179.7617833478189, 94.41017294820112, 249.92555578459522, 2.2142843156317316, 112.80224698602169, 1163.351782752606, 45.60440671540059, 186.96243248062063, 7.592804093574002, 76.6839417618402, 4998.513500990084, 137.1312686840312, 11.3687631318616, 1.6342862491011774, 2.223067505112157, 11.872807425891374
4700, 14.17196198996804, 164.50696047701553, -180.73720586814346, 94.48808305914433, 247.6936091067915, 2.1581184775782836, 113.11869537197825, 1161.2296823818178, 45.67688659984146, 187.35998150188254, 7.700660297970242, 76.67006825709602, 4984.175081193211, 136.92224194083013, 11.423432994298823, 1.630049255953229, 2.3423740815023457, 11.871594023600364
4800, 14.081811923885212, 165.95727610772636, -180.91996913120536, 94.39233310786332, 247.5409048035323, 2.027844853225299, 112.7152503170828, 1169.1512886162468, 45.59280785850309, 187.74497353639026, 7.916811909089135, 76.45881212289987, 5001.607081858481, 136.6684874204431, 11.38812772925878, 1.6608037429324227, 2.378430355807598, 11.798612577568928
4900, 14.120045704591956, 165.16906834506227, -180.44414437828232, 94.36650022348068, 246.8071751575763, 2.072887055914776, 112.23443817570349, 1167.245820977299, 45.44449567831075, 187.73296274006924, 7.8896381773788695, 76.71791629482685, 4989.12248317556, 136.95042890390096, 11.41771405730337, 1.6846311636230733, 2.293348992136894, 11.771718241685225
5000, 14.157020690570153, 160.5856206648706, -179.98169081155442, 94.61803731324454, 248.05307427588286, 2.1457328232102135, 110.96916744659586, 1168.959298381514, 45.38138027244055, 188.06317053661957, 7.7586084222475895, 76.83100467563366, 4981.489134039869, 137.05671024970994, 11.385042133615194, 1.6606153004930637, 2.251281624746842, 11.850879230082255
5100, 14.133594838809534, 164.37870560370925, -180.10138658192648, 94.5263413150316, 249.55861614353788, 2.2772859660786873, 112.49339497696614, 1165.2485295699712, 45.485470770723474, 188.4897038559529, 7.778273100044591, 76.61491394885877, 4991.760422334381, 136.97999318435572, 11.38086222461842, 1.682793323765864, 2.262229351423473, 11.838429046543512
5200, 14.093414613383452, 166.89589201661877, -180.83669585196455, 94.79898342643783, 248.35159192115216, 2.21948672067722, 114.35046771067455, 1168.4700165231527, 45.475811730783114, 187.87284066923723, 7.890064004177017, 76.67926953234247, 5000.020274642691, 137.2403571590687, 11.422171586601607, 1.626010775209744, 2.2602037086773934, 11.860526632769892
5300, 14.06913840119506, 168.4389996996594, -181.43859928248187, 94.57962751718478, 248.6885443093849, 2.006498187483058, 109.35612442865208, 1172.955665329048, 45.42430266795793, 187.94242860476248, 7.705356138815066, 76.89196810913467, 4995.335613308502, 137.24061081934036, 11.355940336660197, 1.6368145089239738, 2.2462620466568888, 11.858855096447057