# iter, br_Ha_amp, br_Ha_voff, na_Ha_core_voff, stel_vel, na_feii_amp, stel_disp, br_Ha_fwhm, na_Ha_core_fwhm, power_amp, na_nii6585_core_amp, na_Ha_core_amp, na_sii6732_core_amp, power_slope, br_feii_amp, na_sii6718_core_amp
 0, 67.40151322293967, 64.32098206107702, -64.6497233557743, 100.0, 9.029211260345248, 100.0, 3700.9302293812893, 1000.0, 28.31613322335557, 33.83833099596272, 69.59331756537715, 2.502238214691624, -1.0, 8.578371039757446, 3.626194039870463
100, 67.48184079621626, 64.33488479305166, -64.63706095157312, 99.9972589999061, 9.025876638064924, 99.99344540417411, 3700.919298391092, 999.9839552948794, 28.316275037409202, 33.83322613540483, 69.61440497407318, 2.50244111664184, -1.0001628838665992, 8.579276040644586, 3.6175972620023225
200, 69.3237600430215, 63.526575598372546, -64.6473068326915, 96.53170978094792, 7.033882423255443, 106.01138483427117, 3701.2596168179653, 998.9758810488668, 24.68799206367096, 33.159776085805014, 71.71278325855931, 3.265379615792013, -0.7857691067539829, 8.79695034721107, 3.411047435515138
300, 70.11251759676574, 53.224993854661015, -63.2496555131389, 94.02499881514225, 3.9862605260613218, 137.0755799363593, 3698.3498470468544, 996.2456402554878, 11.123247303017573, 31.961012617221293, 74.79736230448482, 3.346978295938633, 0.5453179832568923, 8.908145774042495, 4.17101863530071
400, 70.65018214467938, 50.00576291742292, -60.812058877712204, 91.24124208321264, 3.1393014467074094, 157.68293653293145, 3695.8892613801277, 994.2458730243643, 8.772806445560445, 31.646392947020203, 74.81436000504652, 3.2882366623306307, 1.2442747970749009, 8.942998471740868, 4.224631428045829
500, 70.8475335533675, 49.36206254656493, -54.79368578273611, 86.19262524604113, 3.6204704916775388, 177.51179218808915, 3698.0811458064077, 989.4546284562658, 8.536002545328223, 32.06011221377539, 74.46585830724169, 3.296408950646929, 1.4117026219494995, 8.95783334544149, 4.173354737117666
600, 70.62834230072923, 49.34316372522694, -50.50687559258194, 79.8833338789662, 3.7022501561814307, 189.48341907271157, 3708.9419568442427, 986.1837040138765, 8.346756552443892, 31.969536911233767, 74.7310461113245, 3.2233906836844497, 1.474922145357747, 8.814918376381753, 4.175461985847374
700, 69.74885248376368, 51.36795445230014, -53.688643528196806, 68.48235363171597, 3.514396452806837, 197.30762696467693, 3744.4929199954963, 987.5505119553023, 8.25530383112592, 32.86005337444756, 75.50111053618447, 3.4070822050365113, 1.499082320750657, 8.509413796102127, 4.068446096791608
800, 68.76216718395597, 49.598655690273915, -54.665145237346465, 59.83845903788472, 3.979649314620415, 209.4196141733473, 3774.6524958002, 992.7732383094055, 8.45930892521395, 33.619174160610584, 76.2342924802451, 3.3885551423131726, 1.5265254123033918, 8.310513845661768, 4.045216753573564
900, 68.12476204963168, 48.694041794285404, -54.23489395357868, 59.3334434649272, 3.644008259027104, 214.6413247518495, 3788.227704626585, 994.2677435360173, 8.28481404525857, 34.12162342832379, 76.6698294398133, 3.3790566918693266, 1.5844222198600473, 8.27859718036022, 4.0168470053927425
1000, 67.96507533501251, 47.152539740633536, -53.493093601939776, 58.01897501284501, 3.540689881130902, 218.50967226156428, 3792.2214901176158, 994.661072746248, 8.022423551119596, 34.18798310326572, 76.95910410459472, 3.3315404547601313, 1.647848048183619, 8.350165617327654, 4.0229846285323445
1100, 68.08920411906169, 44.755815615055695, -51.736800055492694, 54.509059684858556, 3.1164490000453617, 219.15200696067475, 3787.9372023009532, 994.671031221505, 7.9112073589397784, 33.71325815285421, 77.00186604820782, 3.277100675031251, 1.6017013560878752, 8.29356180910004, 4.087419193023688
1200, 67.82988553111308, 44.82826353139947, -53.383330560241255, 52.650442496446935, 3.3211070903734834, 223.5556237438629, 3793.8896071123368, 995.084957045153, 7.809920378167101, 33.968366449936894, 77.12942387668954, 3.328239470235184, 1.6537054727349183, 8.21220581607552, 4.035243219089914
1300, 67.50966926546963, 46.07470824442103, -53.51550893727578, 55.1191423162147, 3.2980802245382077, 228.07119052389325, 3803.3302045142345, 996.1861374663677, 7.733322606995362, 34.20129548944672, 77.24486602173987, 3.310911792653763, 1.656098535895644, 8.236192520535363, 4.045319845362642
1400, 67.40050730084393, 43.847574220625134, -52.15000161743792, 55.63760930370281, 2.7860705414307105, 222.95706456779817, 3808.2127796040163, 996.3597419450125, 7.782454645551727, 34.040927499196854, 77.46969010973048, 3.270673617820097, 1.634873698992177, 8.209929719760396, 4.100403996436678
1500, 67.482019478018, 40.963513561294235, -50.264349280885945, 57.48283496459523, 2.4444193046905536, 224.83907073165227, 3800.1121598994605, 995.8426607473885, 7.7176739599041575, 33.82278698482797, 77.45425585384629, 3.2576348102894275, 1.6289054109663645, 8.19194724061154, 4.138208109413964
1600, 67.60887050565425, 40.2238203679549, -51.65644995763499, 57.219744582787214, 2.4129848980232533, 223.50324184916934, 3801.666229729628, 996.4768396955267, 7.693312131711402, 33.923459268017396, 77.46778574115616, 3.2379194631204475, 1.6309772573612427, 8.17577117030281, 4.11685137978638
1700, 67.46867770755435, 40.405599210523775, -52.473778580120175, 53.20426374339746, 2.5783286697106, 227.03951047936206, 3799.5355696906763, 996.5643257407482, 7.657332589797574, 34.21332665744909, 77.28346978080721, 3.2027082764831754, 1.636937661948223, 8.090599861730505, 4.090714329421543
1800, 67.43961675600053, 41.00947371341498, -52.52233024176773, 55.77639188530999, 2.9138974833113194, 229.22295533145865, 3798.3636052570523, 996.6541748824903, 7.648039454449645, 34.14119052239038, 77.369444142428, 3.2845015831321063, 1.637847317391109, 8.090115216729682, 4.016829513712988
1900, 67.48677675853081, 42.3378965754341, -52.91333024973964, 53.87028874981718, 3.0865294829882144, 228.8113158082486, 3802.1568173254645, 996.5860504931281, 7.5738421461773635, 34.08458829372865, 77.37161909407129, 3.269177289373064, 1.674124874502595, 8.153358943374876, 4.061313418774236
2000, 67.4330821124436, 42.3434754295528, -53.795278472072596, 53.744351721256145, 3.3769778739641074, 230.3312937577101, 3804.25373686311, 996.4002454816848, 7.705033022370956, 34.25707240037675, 77.21817241364928, 3.2928177647319745, 1.7108460057460428, 8.177223586599652, 4.053826267324012
2100, 67.49799912175021, 42.448394345131646, -51.89140147062211, 55.86039405669449, 2.8567034070685375, 229.9548921667016, 3802.9388158788656, 996.2192361963998, 7.594297699856832, 34.22642423710779, 77.14482132674267, 3.276125307601281, 1.7241428218011798, 8.205897191869166, 4.019175996101286
2200, 67.79498497309962, 42.9192698871814, -51.60982454164177, 52.75093292896235, 2.982864164970075, 228.48633610205354, 3794.6772231837085, 996.6195942548235, 7.668727856167147, 33.905800302345106, 77.15054123358145, 3.2680924245161056, 1.6703677394732321, 8.176620199984217, 4.059028488122762
2300, 67.66854921613518, 44.31119329772329, -53.08774288029214, 54.782642152963874, 3.2056810733479804, 226.5150214846808, 3794.7841973870973, 996.497475237327, 7.454822797024795, 33.963345528574706, 77.16461511756943, 3.235723368687175, 1.7072221459234824, 8.114033495475404, 4.051638155875648
2400, 67.63043982549382, 43.70886954417297, -52.91243860551371, 56.603888906435856, 2.9771835140098704, 228.31956747637204, 3798.6862755418774, 996.6294545124919, 7.558691023460064, 33.8919682280968, 77.27363900658467, 3.2715388046391447, 1.6413269680114924, 8.17530405515287, 4.035948667429963
2500, 67.41466504008272, 41.64158764562084, -52.67901783805368, 53.09528094014705, 3.0419379929133106, 228.05641397981108, 3802.7607561467057, 996.9965229016416, 7.6044930181215005, 34.25559811889528, 77.41132030232825, 3.3212014228809887, 1.633531418360094, 8.240381645722023, 4.118734389826226
2600, 67.48782006616086, 42.768154903002795, -52.84201900765633, 54.0827433453372, 3.0776432236590705, 228.65364410154302, 3799.642669599365, 997.1918292046303, 7.539379145392154, 34.12261676503856, 77.35165606572033, 3.3173139452040736, 1.60049995729627, 8.200353771848874, 4.098635568980983
2700, 67.50819881352302, 43.57536830850232, -53.623514543209275, 53.36598993734381, 3.0684013907597913, 229.43555428747035, 3799.3194543977875, 996.9954173950374, 7.587709651437876, 34.22692854225144, 77.34183527593652, 3.240566755701205, 1.6503966431773434, 8.198377094115783, 4.091217768636225
2800, 67.36185154377804, 43.82526386069455, -54.286946883662026, 55.52245456017969, 3.23775835983517, 230.3318602470793, 3803.752632616003, 996.4677184686499, 7.737021813533901, 34.623700710180714, 77.22960942545616, 3.2390617693818142, 1.6801091117620603, 8.19013302421347, 4.036544649041683
2900, 67.32693491170694, 44.284430715321136, -53.95756802410576, 55.07587053294631, 3.2926023015337194, 229.17483048785414, 3812.3525510307977, 996.6381985039341, 7.70353032090096, 34.498260151855725, 77.46781013805418, 3.1460178914841994, 1.7194706716985615, 8.089729398535589, 4.168171893894552
3000, 67.27038971207178, 44.13105904739624, -54.58574324507084, 52.40642429997811, 3.3796040103671796, 228.3986661236912, 3810.614991674439, 996.5797934262185, 7.780581068232378, 34.46381383828426, 77.23628192561183, 3.1938002007333717, 1.6790358068615234, 7.979386203755298, 4.130510488651345
3100, 67.36750694466865, 43.636413325292835, -53.72596193071794, 54.42454762164992, 3.4007947574310946, 227.47288580713433, 3810.713290204108, 996.6573698133944, 7.747027150895883, 34.499218910845414, 77.41152121988323, 3.222515039264808, 1.645603016898499, 8.031468226466442, 4.106786415560863
3200, 67.62034810741525, 43.73734897936521, -51.227555048253095, 54.273263590153284, 3.2488813719180576, 228.8479703534636, 3805.6501732467777, 996.2206706957004, 7.607338111319003, 34.05819543740942, 77.20164696983201, 3.2549185645154513, 1.6583962117954232, 8.083259214688534, 4.093760653436373
3300, 67.56307570119364, 43.20776543699639, -51.88764223513243, 53.988647281721626, 2.891580489432373, 230.27105314817214, 3803.2536442532632, 996.4572398995522, 7.556316485877611, 34.034010085676904, 77.10340892947505, 3.29850859594118, 1.6760352856406302, 8.13212598931024, 4.105260321013338
3400, 67.62047449863039, 43.485929916372214, -52.693313542485114, 57.66830985150292, 3.104807691271115, 231.0760276394692, 3795.952207265732, 995.9941782455137, 7.556030775258013, 33.99573457013876, 77.14883240514814, 3.2731294064404546, 1.681382803113145, 8.144419538900173, 4.144219888401155
3500, 67.69187358402812, 42.55462099890676, -52.82769254325433, 57.59448566836823, 3.44280998945606, 229.02880858221766, 3798.8564387680444, 996.3815840269293, 7.59281382363155, 33.95469044876877, 77.27735903240776, 3.2316479786469943, 1.6637818511446278, 8.167587736233939, 4.173170095625949
3600, 67.81497448157461, 43.56483052575411, -52.6763910056454, 53.2588883792657, 3.3862064645465066, 230.97142126400738, 3793.514047618831, 996.2112756773154, 7.575577410341337, 33.90180787571043, 77.06596950773233, 3.259668933339422, 1.693527904631861, 8.147383254703382, 4.129783538968205
3700, 67.5928411496094, 42.375191963641534, -52.32571330318976, 55.348631126211274, 3.2102067016213445, 228.6981503851292, 3799.9630406770057, 996.3989467519058, 7.495644294795286, 33.87194709147431, 77.39042855359065, 3.2433900122404755, 1.7333581146341441, 8.167186020564735, 4.125388451605708
3800, 67.52382053713907, 41.33664965720161, -51.64561749884541, 56.82150188368982, 3.1900841795807753, 224.81761849484565, 3803.7155765072143, 996.7911295918367, 7.599174158387255, 33.93795972590525, 77.52646942072205, 3.2404787303298304, 1.7118939748920183, 8.17858577651324, 4.0960988860918945
3900, 67.58308813042684, 43.10280298995482, -51.31426495168658, 52.944630661925686, 2.9100839538206715, 228.8251928089488, 3803.2495138397953, 996.8687412516671, 7.505006077401755, 33.997246421318955, 77.36094644524653, 3.2706654341547847, 1.7206892312639288, 8.203043969603458, 4.133591163947282
4000, 67.70937614699241, 40.85436390570609, -49.91729308997896, 53.23115471134673, 3.0710182797786407, 230.13373707245782, 3800.1330161465385, 997.1650092744694, 7.463097169161778, 33.73874162469956, 77.27852380294841, 3.2502507428200893, 1.753213003043714, 8.163498254484587, 4.103702868575913
4100, 67.72898418001748, 41.90618661928228, -50.512890037636055, 50.30506712246938, 3.0649755219606334, 227.34682717437715, 3793.8644489891976, 997.0649813312574, 7.483858913091325, 33.7582237740626, 77.2727968169473, 3.193291864516333, 1.7606490799537418, 8.090329193051687, 4.122519512018138
4200, 67.59819653603564, 42.40524872958166, -51.124657945782815, 56.87569422304146, 2.9225651209241135, 228.56821198396807, 3802.8585635481504, 996.1646564915981, 7.391237437378712, 34.05438122460866, 77.39939303809102, 3.1952051402381723, 1.7138698978798865, 8.03339570450363, 4.101478797441572
4300, 67.27061872421893, 42.89995525808422, -53.09590340157426, 59.092255119480846, 2.9916379738260694, 230.1856381728669, 3809.179508134752, 996.2646665805435, 7.481319992436545, 34.320719794963566, 77.59439854962, 3.183658050791038, 1.6735118563728986, 8.046397655777161, 4.033866167357141
4400, 67.54424888573402, 42.78104152476371, -50.976826736884, 59.046184814878, 2.9280427850375577, 227.55732803851248, 3798.4842046873355, 996.0791709626584, 7.380639926173471, 34.156626562506645, 77.3411753536708, 3.197855138110924, 1.7401479710275698, 8.09947291036007, 4.092502076207933
4500, 67.72779095447778, 40.521503686043815, -50.75793608454388, 56.441443717307756, 2.6137200944919794, 228.53203465457204, 3797.2794073763766, 996.0925772827018, 7.534221966148857, 33.99740810415915, 77.121412855988, 3.2946279988681137, 1.7216614060601532, 8.141621704476865, 4.061976890932069
4600, 67.35312979184948, 40.05853868354871, -52.117390598846455, 52.323229003594165, 2.387681229703783, 230.3115349140537, 3805.6398973242003, 996.4094822116192, 7.404978521856358, 34.25399085813097, 77.44953672951571, 3.273827405194174, 1.6997123538684882, 8.180445003692702, 4.094810722983695
4700, 67.33397567286526, 41.12048687848653, -51.67133222648273, 51.06320290135879, 2.7112979269291575, 231.61475276639516, 3804.48737473477, 996.9265821191902, 7.35019083788197, 34.34250429416071, 77.47998402340716, 3.312877090743451, 1.6894969973882925, 8.230216688744653, 4.126696560926236
4800, 67.36860602155376, 40.948337928673126, -51.56850957261551, 54.659356838592025, 2.7521771285815397, 231.9463831268426, 3806.09604764139, 996.9127292972333, 7.447565515276717, 34.37822444352847, 77.57628030642576, 3.293554017771232, 1.7042919532282201, 8.22015735286515, 4.104366126857579
4900, 67.33723391090356, 41.18609666778018, -51.4226390415857, 52.98556510420434, 2.9032530364325306, 229.24040377349618, 3807.2587512616146, 996.7062542134696, 7.49886191777574, 34.24292446625249, 77.59662175051452, 3.32584099432743, 1.6755989489440228, 8.20595523235019, 4.095167496692572
5000, 67.27057395847936, 41.566110280516895, -52.40960027698259, 54.6481585041761, 3.0548293950472263, 229.9300353605213, 3809.8037937028816, 996.8694928967651, 7.5025885807617705, 34.45464359557343, 77.56959806270517, 3.2837036486557913, 1.716926299913168, 8.136160624234176, 4.065981849220854
5100, 67.51619941157546, 42.683081574239594, -53.110420780448145, 57.92062677506745, 2.9476109608387753, 228.2044989994957, 3803.111721023637, 997.0736576250072, 7.493814849234461, 34.21946352811599, 77.58035078991801, 3.2397261576863023, 1.6997901213909916, 8.16957728765759, 4.093701799639892
5200, 67.45885595704198, 41.855145926737485, -53.21667843684879, 56.21414049119915, 3.3247180000734153, 229.51817284802692, 3804.585457260341, 996.7048557940766, 7.38377578053448, 34.2545994873709, 77.48413804836524, 3.2406919107524734, 1.7216523610198518, 8.182555257696533, 4.075323839215228
5300, 67.51971851746066, 42.32646350505039, -51.18868034385711, 59.29641945882369, 3.234042348393767, 229.27960280519403, 3800.102557792048, 996.3177855664387, 7.423292011784579, 34.24232956268383, 77.57345568596683, 3.2895532279202317, 1.712975561586085, 8.241256009016837, 4.105614804793146
5400, 67.54612889591161, 41.14838518725631, -50.50942086559033, 60.63471830348556, 3.105879703086144, 224.45354632017387, 3802.3474592564617, 996.0039234999742, 7.505387131808515, 33.91343022341602, 77.34548683292351, 3.3283109560885156, 1.7410367151674493, 8.18948187727584, 4.107654306787245
5500, 67.8219607329677, 40.466341825491305, -50.11423032011665, 58.21905736311008, 2.8501216955393427, 227.37339143063275, 3797.3292413453073, 996.0512616541245, 7.553239855132976, 33.79916222364048, 77.25893134271391, 3.2721215831458537, 1.720062998920522, 8.268875224777883, 4.1326059981979535
5600, 67.62581488290138, 41.87603050517457, -51.45486895011909, 54.680196202761536, 2.8141946775391755, 223.9311324041793, 3801.9327450905816, 996.1312284248795, 7.615726388024752, 33.98373699782679, 77.41604400138466, 3.2058015840124106, 1.7300912671224253, 8.30167107396073, 4.187403272583923
5700, 67.47021447122596, 40.30458563605147, -51.50795157709765, 58.422347723158495, 2.929599090808445, 223.0759716838598, 3806.605254529661, 996.0808616329091, 7.680426085491993, 34.05652149738503, 77.46033528319077, 3.239566786984163, 1.7066873012944976, 8.262332014866947, 4.1329829763221095
5800, 67.29480921627622, 40.16705676392705, -51.10475620993215, 59.26107424255159, 3.036639254773842, 224.66089379587348, 3808.309417871221, 995.841228410721, 7.7907130896178, 34.27975535923039, 77.47895480933839, 3.2154308651104824, 1.6810772135294414, 8.139982175295007, 4.08321347132067
5900, 67.46828251375098, 42.35128483065617, -52.534338549403564, 58.79166598971108, 3.172836040564421, 228.64022227340547, 3802.845948338647, 995.9045122291483, 7.852943522918537, 34.19365627221516, 77.37253863785699, 3.2043474116017436, 1.6203115117081786, 8.09296180820304, 4.048870117351336
6000, 67.26794637466752, 42.329961930181376, -52.52144585288188, 62.06785456727892, 3.175721186120704, 228.74796564385295, 3809.5200776580186, 996.3041850655012, 7.719285930933832, 34.457538244711415, 77.35657027229321, 3.2036421634878742, 1.6385350510654164, 8.106655336853446, 4.074212830344902
6100, 67.35771348165149, 43.69946540175138, -52.59687787764146, 59.798344386050076, 3.2037271911749405, 228.05993569479324, 3803.573803940145, 996.259219896514, 7.8114124980142545, 34.240068074468375, 77.45065534228085, 3.2098235059413907, 1.6465547358331465, 8.130113751666274, 4.05671132353327
6200, 67.29438223992557, 41.827900010307474, -53.02849701545436, 57.505654542221336, 3.136701741173206, 230.53812460795626, 3808.2354323215263, 996.5002395903052, 7.609508203113057, 34.49752517931904, 77.45350514020971, 3.312091017731863, 1.6732704728250298, 8.159801202646744, 4.090986235667639
6300, 67.18777518910744, 41.46149441833861, -51.354782810223355, 60.859311007781706, 2.93450884257483, 233.2804475844115, 3810.246506514293, 996.6651477190197, 7.568148837948114, 34.36511601219401, 77.49452727396762, 3.2729934288276055, 1.69248212359969, 8.148396156030461, 4.041072048216429
6400, 67.52478759824791, 41.93979753353681, -50.512381605655904, 57.59026852960699, 3.076851043264816, 230.36375802567017, 3802.9618446546733, 996.7444713053432, 7.565818293527312, 34.16073526296575, 77.24074684435, 3.228908132040477, 1.6587045251272963, 8.098127810334134, 4.099496896377653
6500, 67.57920293422956, 43.15078002008231, -50.820123197419136, 58.134738569931, 3.31593478960396, 227.8462393791139, 3800.126296443019, 996.849500469801, 7.637136425648998, 33.753722334793764, 77.33655359716835, 3.203626257117288, 1.6505058390921175, 8.210534491015448, 4.062690480800465
6600, 67.55311126737497, 43.176755846801505, -50.7805352241656, 60.358951709296136, 3.3275701264845803, 228.8806754579217, 3803.0717838960168, 996.8709522705128, 7.433786940854928, 33.75370814570036, 77.21660504122804, 3.2500952083591503, 1.6731374546063686, 8.179501154937231, 4.071598962255295
6700, 67.35075964008067, 43.346220668894446, -51.00230756377066, 61.18181735825898, 3.0987142580118663, 228.9489915593234, 3804.3529571650643, 996.5593753964614, 7.44834586432667, 34.096972200387796, 77.39045792213342, 3.244800457904147, 1.661365026838045, 8.163671235156638, 4.045668873949906
6800, 67.54071460689089, 42.642198957532344, -52.35461357685314, 56.793663043216355, 2.954125151926407, 229.27393662519634, 3799.6181321998947, 996.741174734366, 7.477012039455058, 34.02337410547164, 77.23788503231611, 3.1880332192686276, 1.6697532896608358, 8.067805863843407, 4.060073707506236
6900, 67.45898337733573, 41.68057460057406, -51.98699073317832, 57.82036373070737, 3.3246924506515576, 230.3481738937761, 3804.5117887184856, 996.6899285867371, 7.7194598973536, 34.16237264707988, 77.1916598367527, 3.217699686622068, 1.6660985374683028, 8.092247047413382, 4.076032506989229
7000, 67.3585375149477, 41.88398841739901, -52.38623365275804, 54.62813255869531, 3.3604513457675687, 232.4190021289735, 3805.8183107883983, 996.8131340708923, 7.564867697392618, 34.19890339516903, 77.28818038361221, 3.272990049493425, 1.71539598190098, 8.206177670063589, 4.074224805539524
7100, 67.27772859266712, 41.1540071430438, -52.03077666354303, 55.55355028613415, 3.181882234803072, 233.07877274175226, 3808.9626855704514, 996.9139915680616, 7.5148357136803, 34.335148423022055, 77.51415899757976, 3.2307661767171476, 1.7186083063533746, 8.176428176902913, 4.114843544979848
7200, 67.4316761895648, 41.32178755115777, -50.95723783370144, 53.425398416428706, 3.2268135360782164, 232.00251283049553, 3802.0755494092273, 996.3177695414342, 7.416072879041908, 34.281931573878424, 77.45611238224404, 3.1879818498640304, 1.7344728729205547, 8.09376940862604, 4.135469403747845
7300, 67.71918651324948, 43.37832311271048, -51.45944348492148, 51.82507170031453, 3.1588353671506235, 231.12317079592384, 3798.3041031780594, 996.5909862928169, 7.448846099108882, 34.010001508387866, 77.08159971766067, 3.285262489381365, 1.7477030009810195, 8.08690495376036, 4.0964163036359755
7400, 67.80393237256014, 42.9242539938199, -51.854294526277265, 51.468121130045375, 2.9173590920120627, 230.57683369856642, 3796.0554440451974, 997.0664290892628, 7.459414677128351, 33.86844599715134, 77.00143596353095, 3.259245291963906, 1.7445260919501744, 8.179820990158111, 4.124547882643293
7500, 67.72368870959873, 42.69547215955091, -51.02035498411782, 51.03554495658077, 3.0893681717152655, 230.61650084311182, 3802.1000918364734, 996.566435224558, 7.464777834859796, 34.05841442579744, 77.04000251597662, 3.3192901190858564, 1.7274775914235547, 8.112650674146455, 4.050547762553924